product_id,address,price,area,bedrooms_num,bathrooms_num
42102524,"Bình Tân, Hồ Chí Minh","7,25 tỷ",58 m²,4,7
38723484,"Hoàn Kiếm, Hà Nội",248 tỷ,158 m²,0,0
41367187,"Thuận An, Bình Dương","6,15 tỷ",150 m²,0,0
42101919,"Hoàng Mai, Hà Nội","3,25 tỷ",63 m²,3,2
42099156,"Gò Vấp, Hồ Chí Minh","5,46 tỷ",48 m²,2,3
42099141,"Quận 12, Hồ Chí Minh","5,25 tỷ",249 m²,2,1
41877564,"Hàm Thuận Nam, Bình Thuận","2,5 tỷ",1.050 m²,0,0
42099003,"Thanh Trì, Hà Nội",3 tỷ,77 m²,3,2
41135631,"Nha Trang, Khánh Hòa",35 tỷ,"356,3 m²",3,3
41961099,"Từ Sơn, Bắc Ninh",11 tỷ,180 m²,0,0
40182399,"Thủ Đức, Hồ Chí Minh","16,7 tỷ","288,8 m²",4,4
40434949,"Hà Đông, Hà Nội",41 tỷ,198 m²,0,0
40478621,"Hà Đông, Hà Nội",60 tỷ,180 m²,0,0
42097391,"Hoài Đức, Hà Nội","5,8 tỷ",35 m²,4,4
42097372,"Kiến An, Hải Phòng",880 triệu,78 m²,0,0
42097344,"Nam Từ Liêm, Hà Nội","4,4 tỷ",62 m²,2,2
42097324,"Nam Từ Liêm, Hà Nội",18 tỷ,185 m²,3,4
41753704,"Kiến An, Hải Phòng","1,42 tỷ",46 m²,3,3
38293652,"Hoàng Mai, Hà Nội",Giá thỏa thuận,95 m²,0,0
40271507,"Tây Hồ, Hà Nội",Giá thỏa thuận,150 m²,0,0
41343871,"Tây Hồ, Hà Nội",Giá thỏa thuận,200 m²,0,0
42097117,"Quận 4, Hồ Chí Minh","28,5 tỷ",72 m²,4,4
42039475,"Cầu Giấy, Hà Nội","10,3 tỷ",40 m²,3,4
39568083,"Ngũ Hành Sơn, Đà Nẵng","3,45 tỷ",114 m²,0,0
40685585,"Quận 10, Hồ Chí Minh",8 tỷ,"53,9 m²",2,1
42094142,"Quận 3, Hồ Chí Minh","18,8 tỷ",60 m²,6,4
41802211,"Gia Lâm, Hà Nội","3,2 tỷ",47 m²,1,1
41503627,"Thủ Đức, Hồ Chí Minh","4,56 tỷ",74 m²,2,2
41874565,"Đông Anh, Hà Nội","58,9 tỷ",380 m²,0,0
42096427,"Nam Từ Liêm, Hà Nội","18,6 tỷ",97 m²,33,33
